Knots & Tangles,Star Triangle Lace,seed=f&f=lfrrfl_1_0&l=lfl_3_60&r=rfr_4_90&it=8,,,
Knots & Tangles,Hexagon Chain,seed=f&f=lgrfrgl_1_0&g=g_1_0&r=rrg_3_150&l=gll_4_60&it=16,,,
Knots & Tangles,Triquetra Chain,seed=f&f=rflflffrfrfflflfr_1_0&r=r_3_120&l=l_4_90&it=5,,,
Knots & Tangles,Twin-Blade Shuriken v2,seed=f&f=rflrfl_1_0&b=bb_2_0&r=rb_3_150&l=bl_4_90&it=12,,,
Knots & Tangles,Spike Doodle,seed=f&f=rfrgl_1_0&g=lflgr_1_0&r=r_3_60&l=l_4_60&it=16,,,
Knots & Tangles,Lace Collar,seed=frglflgrf&f=flglflglf_1_0&g=grfrgrfrg_1_0&r=r_3_45&l=l_4_45&it=5,,,
Knots & Tangles,Lace Collar v2,seed=frglflgrf&f=fmglflgmf_1_0&g=grfpgpfrg_1_0&r=r_3_60&p=p_3_30&l=l_4_60&m=m_4_30&it=5,,,
Knots & Tangles,Trumpet Circuit Board,seed=r&f=f_1_0&r=rfrlfr_3_90&l=lffl_4_0&it=9,,,
Knots & Tangles,Wool Twist v1,seed=x&f=_1_0&r=fr_3_150&l=ly_4_150&x=lfryrfl_0_0&y=rylflyr_0_0&it=10,,,
Knots & Tangles,Wool Twist v2,seed=x&f=_1_0&r=r_3_150&l=ly_4_150&x=lfryrfl_0_0&y=rylflyr_0_0&it=10,,,
Knots & Tangles,Star Explosion,seed=x&f=ff_1_0&r=rf_3_150&l=fl_4_150&x=yflfxflf_0_0&y=frfyfrfx_0_0&it=8,,,
Knots & Tangles,Radioactive Chain,seed=x&f=fy_1_0&l=lf_3_120&x=xflfllfllflf_0_0&y=yf_0_0&it=13,,,
Knots & Tangles,Just a Spiral,seed=x&f=fy_1_0&l=lf_3_30&x=xflfllfllflf_0_0&y=yf_0_0&it=13,,,
Knots & Tangles,Organic Twin-Blade Shuriken,seed=x&f=lfr_1_0&r=rxr_3_60&l=lxl_4_60&x=xrflx_0_0&it=9,,,
Knots & Tangles,Keystone Curve,seed=f&it=9&f=flrlf_1_0&l=lgl_4_60&r=rgr_3_120&g=gg_1_0,,,
Knots & Tangles,The Scream Curve,seed=f&it=5&f=flfrfrfrfrflf_1_0&l=l_4_60&r=r_3_60,,,
Knots & Tangles,whooOaaa whooOaaa whooOaaa,seed=f&it=5&f=frflfgflfrf_1_0&l=lgl_4_75&r=rfr_3_75&g=gg_1_0,,,
Koch-Like Curves,Jack Frost,seed=f&f=fblmmlbf_1_0&b=blm_2_0&l=lff_3_45&m=mlm_3_45&it=8,,,
Koch-Like Curves,Tardigrade Snowflake,seed=f&f=ffrlfllflrff_1_0&r=r_3_210&l=l_4_30&it=6,,,
Koch-Like Curves,Messy Snowflake,seed=f&f=fl_1_0&b=br_2_0&r=rf_3_30&l=lb_4_150&it=17,,,
Koch-Like Curves,Paper Flake Chain Variant,seed=f&f=flboblf_1_0&b=blfoflb_2_0&o=obo_3_120&l=lfl_4_30&it=7,,,
Koch-Like Curves,TM Skyline,seed=f&f=flgmgngqgngmglf_1_0&l=l_3_45&g=gg_1_0&m=m_3_90&n=n_3_135&q=q_3_90&it=10,,,
Koch-Like Curves,Tinker Flakes,seed=f&f=flrlf_1_0&r=rrffrr_3_150&l=llffll_4_150&it=7,,,
Koch-Like Curves,Koch Monster,seed=f&f=fmmfgrf_1_0&g=gmfgrrg_1_0&m=m_3_165&r=r_3_165&it=8,,,
Koch-Like Curves,Paper Flake Chain,seed=f&f=frblbrf_1_0&b=brflfrb_2_0&l=lbl_3_120&r=rfr_4_30&it=7,,,
Koch-Like Curves,Koch/Cesaro Variant,seed=f&f=frrfglf_1_0&g=grfgllg_1_0&r=r_3_165&l=l_4_165&it=8,,,
Koch-Like Curves,Koch from Levy,seed=f&f=lfrbrfl_1_0&b=lbl_2_0&r=r_3_120&l=l_4_45&it=10,,,
Koch-Like Curves,Koch from Levy Variant 1,seed=f&f=lfrbrfl_1_0&b=lbl_2_0&r=r_3_150&l=l_4_45&it=12,,,
Koch-Like Curves,Koch from Levy Variant 2,seed=f&f=lfrbrfl_1_0&b=lbl_2_0&r=r_3_30&l=l_4_120&it=12,,,
Koch-Like Curves,Koch from Levy Variant 3,seed=f&f=lfrbrfl_1_0&b=lbl_2_0&r=r_3_30&l=l_4_45&it=12,,,
Koch-Like Curves,Koch from Levy Variant 4,seed=f&f=lfrbrfl_1_0&b=lbl_2_0&r=r_3_90&l=l_4_120&it=12,,,
Koch-Like Curves,Triangle-Capped Flake,seed=ffffff&f=xflfx_1_0&r=r_3_60&l=l_4_60&x=lxrfrfrxl_0_0&it=7,,,
Koch-Like Curves,Koch Snowflake,seed=fllfllf&f=frfllfrf_1_0&r=r_3_60&l=l_4_60&it=6,,,
Koch-Like Curves,X-Flake,seed=frfr&f=frxxrf_1_0&r=r_3_60&l=l_4_60&x=lfxxfl_0_0&it=6,,,
Koch-Like Curves,Snowflake Hiding Sierpinski,seed=frrfrrfrrfrrfrrf&f=frrfrflfllllflfrfrrf_1_0&r=r_3_30&l=l_4_30&it=4,,,
Koch-Like Curves,Organic Quasi-Flake,seed=r&f=ff_1_0&r=rffrfl_3_60&l=lflffr_4_60&it=8,,,
Koch-Like Curves,Flake and Anti-Flake,seed=x&f=fr_1_0&l=lr_3_120&r=rf_4_120&x=xflfllflf_0_0&it=15,,,
Levy-Like Curves,Garden Levy 2,seed=b&f=f_1_0&b=bbfl_2_0&l=l_3_90&it=12,,,
Levy-Like Curves,Messy Levy Diamond,seed=b&f=f_1_0&b=rbfrflar_2_0&a=lbrflfalfrr_2_0&r=r_3_120&l=l_4_120&it=11,,,
Levy-Like Curves,3-adic Valuations of Mess,seed=f&f=ffbbfl_1_0&b=b_2_0&l=l_3_90&it=10,,,
Levy-Like Curves,Jittery C-Curve,seed=f&f=ffbl_1_0&b=b_2_0&l=l_3_90&it=12,,,
Levy-Like Curves,Levy Diamond Fruit Trees,seed=f&f=ffrbb_1_0&b=lbbl_2_0&r=r_3_120&l=l_4_90&it=11,,,
Levy-Like Curves,Levy C-Curve,seed=f&f=fgl_1_0&g=fgr_1_0&r=r_3_90&l=l_4_90&it=13,,,
Levy-Like Curves,Levy Jorj,seed=f&f=flffrrrfblllbbrb_1_0&b=b_2_0&r=r_3_90&l=l_4_90&it=8,,,
Levy-Like Curves,Hidden Levy Jorj,seed=f&f=fmfbrb_1_0&b=bb_2_0&m=mb_3_90&r=br_3_90&it=10,,,
Levy-Like Curves,Rectangle Vortex C-Curve,seed=f&f=frfblb_1_0&b=bb_2_0&r=rb_3_90&l=bl_4_90&it=10,,,
Levy-Like Curves,Voxel Art C-Curve,seed=f&f=lffrfrfrffl_1_0&r=r_3_90&l=l_4_90&it=6,,,
Levy-Like Curves,Levy Diamond Octopuses,seed=f&f=lflbbrfr_1_0&b=brfflb_2_0&r=r_3_120&l=l_4_120&it=7,,,
Levy-Like Curves,Flowerpot Curve,seed=f&f=lflflrflflrflfl_1_0&r=r_3_210&l=l_4_90&it=6,,,
Levy-Like Curves,Butterfly Garden C-Curve,seed=f&f=lfrbrbrfl_1_0&b=lbl_2_0&r=r_3_45&l=l_4_45&it=10,,,
